OID_,Value,Count,DEPTOS,ETA,RICE,SORG,MAIZ,LC2018,CLCROP,RISOMA
,2841,6.000000000000000,6,100,10,60,278,1,No Cultivos,0.034800000000000
,2842,15.000000000000000,10,100,17,67,353,1,No Cultivos,0.043700000000000
,2843,2.000000000000000,11,100,0,58,276,24,Pastos/Cultivos,0.033400000000000
,2844,24.000000000000000,7,10,0,59,291,24,Pastos/Cultivos,0.035000000000000
,2845,451.000000000000000,7,10,1,6,209,24,Pastos/Cultivos,0.021600000000000
,2846,71.000000000000000,7,100,16,39,930,24,Pastos/Cultivos,0.098500000000000
,2847,16.000000000000000,7,100,15,33,912,24,Pastos/Cultivos,0.096000000000000
,2848,2.000000000000000,5,100,86,72,642,24,Pastos/Cultivos,0.080000000000000
,2849,37.000000000000000,10,100,10,60,278,1,No Cultivos,0.034800000000000
,2850,29.000000000000000,7,100,0,3,43,1,No Cultivos,0.004600000000000
,2851,28.000000000000000,7,100,3,12,370,1,No Cultivos,0.038500000000000
,2852,1.000000000000000,7,10,3,12,370,12,Cafetales,0.038500000000000
,2853,76.000000000000000,7,100,1,6,209,1,No Cultivos,0.021600000000000
,2854,45.000000000000000,7,100,1,7,275,1,No Cultivos,0.028300000000000
,2855,4.000000000000000,7,100,2,4,229,24,Pastos/Cultivos,0.023500000000000
,2856,175.000000000000000,12,10,7,52,455,12,Cafetales,0.051400000000000
,2857,16.000000000000000,10,100,86,72,642,1,No Cultivos,0.080000000000000
,2858,3.000000000000000,10,100,41,54,360,1,No Cultivos,0.045500000000000
,2859,1.000000000000000,11,10,0,59,291,12,Cafetales,0.035000000000000
,2860,23.000000000000000,11,100,0,59,291,1,No Cultivos,0.035000000000000
,2861,11.000000000000000,7,100,1,4,199,24,Pastos/Cultivos,0.020400000000000
,2862,6.000000000000000,9,100,6,63,636,1,No Cultivos,0.070500000000000
,2863,5.000000000000000,5,10,1,0,234,23,Agricultura Tecnificada,0.023500000000000
,2864,20.000000000000000,10,100,4,45,232,24,Pastos/Cultivos,0.028100000000000
,2865,22.000000000000000,7,100,0,3,51,1,No Cultivos,0.005400000000000
,2866,31.000000000000000,7,100,5,10,354,1,No Cultivos,0.036900000000000
,2867,17.000000000000000,7,100,2,4,229,1,No Cultivos,0.023500000000000
,2868,5.000000000000000,13,10,2,0,373,24,Pastos/Cultivos,0.037500000000000
,2869,2.000000000000000,5,10,15,9,430,17,Palma Africana,0.045400000000000
,2870,11.000000000000000,10,10,35,54,339,17,Palma Africana,0.042800000000000
,2871,5.000000000000000,7,100,1,4,194,24,Pastos/Cultivos,0.019900000000000
,2872,12.000000000000000,10,100,15,68,366,1,No Cultivos,0.044900000000000
,2873,26.000000000000000,7,100,14,6,144,1,No Cultivos,0.016400000000000
,2874,3.000000000000000,5,100,15,9,430,24,Pastos/Cultivos,0.045400000000000
,2875,8.000000000000000,10,100,35,54,339,1,No Cultivos,0.042800000000000
,2876,7.000000000000000,6,100,17,67,353,1,No Cultivos,0.043700000000000
,2877,5.000000000000000,8,100,0,0,189,12,Cafetales,0.018900000000000
,2878,2.000000000000000,6,100,10,60,278,24,Pastos/Cultivos,0.034800000000000
,2879,226.000000000000000,10,10,15,9,430,24,Pastos/Cultivos,0.045400000000000
,2880,5.000000000000000,10,100,15,68,366,24,Pastos/Cultivos,0.044900000000000
,2881,326.000000000000000,7,10,14,6,144,12,Cafetales,0.016400000000000
,2882,3667.000000000000000,10,10,15,9,430,1,No Cultivos,0.045400000000000
,2883,11.000000000000000,11,100,0,55,248,1,No Cultivos,0.030300000000000
,2884,22.000000000000000,7,100,0,1,5,24,Pastos/Cultivos,0.000600000000000
,2885,9.000000000000000,7,100,0,2,21,24,Pastos/Cultivos,0.002300000000000
,2886,8.000000000000000,8,100,1,0,294,1,No Cultivos,0.029500000000000
,2887,4.000000000000000,9,100,7,42,434,1,No Cultivos,0.048300000000000
,2888,3.000000000000000,9,100,1,32,279,24,Pastos/Cultivos,0.031200000000000
,2889,1891.000000000000000,8,10,2,0,414,12,Cafetales,0.041600000000000
,2890,11.000000000000000,7,100,2,7,284,24,Pastos/Cultivos,0.029300000000000
,2891,667.000000000000000,7,10,14,6,144,24,Pastos/Cultivos,0.016400000000000
,2892,2.000000000000000,7,100,3,12,370,24,Pastos/Cultivos,0.038500000000000
,2893,4.000000000000000,9,100,5,51,471,24,Pastos/Cultivos,0.052700000000000
,2894,3.000000000000000,9,100,4,60,497,1,No Cultivos,0.056100000000000
,2895,15.000000000000000,5,100,15,9,430,1,No Cultivos,0.045400000000000
,2896,116.000000000000000,7,10,1,7,275,12,Cafetales,0.028300000000000
,2897,4.000000000000000,9,100,1,32,279,12,Cafetales,0.031200000000000
,2898,11.000000000000000,8,100,2,0,373,1,No Cultivos,0.037500000000000
,2899,25.000000000000000,11,100,6,70,388,1,No Cultivos,0.046400000000000
,2900,8.000000000000000,12,100,7,52,455,24,Pastos/Cultivos,0.051400000000000
,2901,1.000000000000000,10,100,15,9,430,24,Pastos/Cultivos,0.045400000000000
,2902,1.000000000000000,11,100,0,55,248,24,Pastos/Cultivos,0.030300000000000
,2903,33.000000000000000,10,100,15,9,430,1,No Cultivos,0.045400000000000
,2904,29.000000000000000,11,100,0,58,276,1,No Cultivos,0.033400000000000
,2905,1489.000000000000000,10,10,6,70,388,1,No Cultivos,0.046400000000000
,2906,2.000000000000000,9,100,5,51,471,12,Cafetales,0.052700000000000
,2907,12.000000000000000,6,100,6,70,388,1,No Cultivos,0.046400000000000
,2908,447.000000000000000,10,10,6,70,388,24,Pastos/Cultivos,0.046400000000000
,2909,5.000000000000000,7,100,0,59,291,1,No Cultivos,0.035000000000000
,2910,1.000000000000000,6,100,6,70,388,24,Pastos/Cultivos,0.046400000000000
,2911,1.000000000000000,8,100,2,44,260,24,Pastos/Cultivos,0.030600000000000
,2912,16.000000000000000,10,100,6,70,388,1,No Cultivos,0.046400000000000
,2913,1.000000000000000,8,100,2,44,260,1,No Cultivos,0.030600000000000
,2914,116.000000000000000,7,10,2,7,284,12,Cafetales,0.029300000000000
,2915,3.000000000000000,9,100,5,51,471,1,No Cultivos,0.052700000000000
,2916,3.000000000000000,12,100,2,44,260,24,Pastos/Cultivos,0.030600000000000
,2917,24.000000000000000,7,100,2,7,284,1,No Cultivos,0.029300000000000
,2918,243.000000000000000,10,10,10,60,278,12,Cafetales,0.034800000000000
,2919,12.000000000000000,10,10,41,54,360,17,Palma Africana,0.045500000000000
,2920,70.000000000000000,7,100,2,9,305,24,Pastos/Cultivos,0.031600000000000
,2921,2.000000000000000,9,10,7,52,455,12,Cafetales,0.051400000000000
,2922,6.000000000000000,7,100,1,6,209,24,Pastos/Cultivos,0.021600000000000
,2923,8.000000000000000,7,100,1,7,275,24,Pastos/Cultivos,0.028300000000000
,2924,76.000000000000000,9,10,6,63,636,23,Agricultura Tecnificada,0.070500000000000
,2925,19.000000000000000,8,10,1,0,234,1,No Cultivos,0.023500000000000
,2926,4.000000000000000,13,10,1,0,234,24,Pastos/Cultivos,0.023500000000000
,2927,1.000000000000000,10,100,35,54,339,12,Cafetales,0.042800000000000
,2928,3.000000000000000,10,10,4,45,232,12,Cafetales,0.028100000000000
,2929,5.000000000000000,10,100,10,60,278,24,Pastos/Cultivos,0.034800000000000
,2930,1.000000000000000,11,100,0,59,291,24,Pastos/Cultivos,0.035000000000000
,2931,3.000000000000000,9,100,6,81,715,24,Pastos/Cultivos,0.080200000000000
,2932,724.000000000000000,12,10,0,0,152,12,Cafetales,0.015200000000000
,2933,1636.000000000000000,7,10,0,1,6,24,Pastos/Cultivos,0.000700000000000
,2934,185.000000000000000,12,10,0,0,152,24,Pastos/Cultivos,0.015200000000000
,2935,4.000000000000000,12,100,2,44,260,1,No Cultivos,0.030600000000000
,2936,86.000000000000000,12,10,0,0,152,1,No Cultivos,0.015200000000000
,2937,4.000000000000000,8,100,2,0,373,24,Pastos/Cultivos,0.037500000000000
,2938,1.000000000000000,9,100,6,63,636,23,Agricultura Tecnificada,0.070500000000000
,2939,142.000000000000000,11,10,0,3,43,1,No Cultivos,0.004600000000000
,2940,226.000000000000000,3,10,35,0,37,1,No Cultivos,0.007200000000000
,2941,33.000000000000000,3,100,35,0,37,1,No Cultivos,0.007200000000000
,2942,3.000000000000000,3,10,35,0,37,24,Pastos/Cultivos,0.007200000000000
,2943,2.000000000000000,3,100,35,0,37,24,Pastos/Cultivos,0.007200000000000
,2944,4.000000000000000,10,100,17,67,353,24,Pastos/Cultivos,0.043700000000000
,2945,142.000000000000000,10,10,15,68,366,12,Cafetales,0.044900000000000
,2946,1.000000000000000,9,100,7,52,455,24,Pastos/Cultivos,0.051400000000000
,2947,1.000000000000000,11,100,6,70,388,24,Pastos/Cultivos,0.046400000000000
,2948,1.000000000000000,8,100,2,0,414,1,No Cultivos,0.041600000000000
,2949,2.000000000000000,8,100,2,0,414,24,Pastos/Cultivos,0.041600000000000
,2950,1.000000000000000,10,100,15,68,366,12,Cafetales,0.044900000000000
,2951,1.000000000000000,12,100,0,0,152,12,Cafetales,0.015200000000000
,2952,1210.000000000000000,9,10,57,53,1157,1,No Cultivos,0.126700000000000
,2953,966.000000000000000,9,10,57,53,1157,24,Pastos/Cultivos,0.126700000000000
,2954,8.000000000000000,9,100,57,53,1157,1,No Cultivos,0.126700000000000
,2955,27.000000000000000,9,10,5,51,365,23,Agricultura Tecnificada,0.042100000000000
,2956,91.000000000000000,12,10,0,0,189,12,Cafetales,0.018900000000000
,2957,30.000000000000000,11,10,0,3,43,24,Pastos/Cultivos,0.004600000000000
,2958,1.000000000000000,7,100,0,3,51,24,Pastos/Cultivos,0.005400000000000
,2959,1892.000000000000000,3,10,9,0,0,1,No Cultivos,0.000900000000000
,2960,2271.000000000000000,3,10,48,0,208,1,No Cultivos,0.025600000000000
,2961,608.000000000000000,3,10,48,0,208,24,Pastos/Cultivos,0.025600000000000
,2962,4323.000000000000000,9,10,5,51,365,1,No Cultivos,0.042100000000000
,2963,2043.000000000000000,9,10,5,51,365,24,Pastos/Cultivos,0.042100000000000
,2964,1921.000000000000000,9,10,1,29,195,24,Pastos/Cultivos,0.022500000000000
,2965,2396.000000000000000,9,10,1,29,195,1,No Cultivos,0.022500000000000
,2966,3948.000000000000000,9,10,1,29,195,12,Cafetales,0.022500000000000
,2967,10.000000000000000,12,10,4,60,497,1,No Cultivos,0.056100000000000
,2968,82.000000000000000,3,10,9,0,0,24,Pastos/Cultivos,0.000900000000000
,2969,71.000000000000000,9,10,57,53,1157,23,Agricultura Tecnificada,0.126700000000000
,2970,1.000000000000000,9,100,5,51,365,23,Agricultura Tecnificada,0.042100000000000
,2971,2177.000000000000000,9,10,3,44,317,24,Pastos/Cultivos,0.036400000000000
,2972,2116.000000000000000,9,10,3,44,317,12,Cafetales,0.036400000000000
,2973,3981.000000000000000,9,10,3,44,317,1,No Cultivos,0.036400000000000
,2974,1.000000000000000,8,100,2,0,414,12,Cafetales,0.041600000000000
,2975,18.000000000000000,8,10,2,0,373,17,Palma Africana,0.037500000000000
,2976,7.000000000000000,9,100,5,51,365,1,No Cultivos,0.042100000000000
,2977,3438.000000000000000,9,10,2,34,120,24,Pastos/Cultivos,0.015600000000000
,2978,500.000000000000000,9,10,2,34,120,12,Cafetales,0.015600000000000
,2979,4299.000000000000000,9,10,2,34,120,1,No Cultivos,0.015600000000000
,2980,19.000000000000000,9,100,2,34,120,24,Pastos/Cultivos,0.015600000000000
,2981,1.000000000000000,12,10,0,0,189,1,No Cultivos,0.018900000000000
,2982,44.000000000000000,10,10,1,0,234,1,No Cultivos,0.023500000000000
,2983,2973.000000000000000,9,10,5,69,599,24,Pastos/Cultivos,0.067300000000000
,2984,4448.000000000000000,9,10,5,69,599,1,No Cultivos,0.067300000000000
,2985,817.000000000000000,9,10,5,69,599,12,Cafetales,0.067300000000000
,2986,3419.000000000000000,9,10,43,91,877,24,Pastos/Cultivos,0.101100000000000
,2987,3399.000000000000000,9,10,43,91,877,1,No Cultivos,0.101100000000000
,2988,26.000000000000000,12,10,0,0,189,24,Pastos/Cultivos,0.018900000000000
,2989,2.000000000000000,11,100,17,67,353,1,No Cultivos,0.043700000000000
,2990,75.000000000000000,3,100,48,0,208,1,No Cultivos,0.025600000000000
,2991,6.000000000000000,9,100,57,53,1157,23,Agricultura Tecnificada,0.126700000000000
,2992,11.000000000000000,9,100,5,69,599,24,Pastos/Cultivos,0.067300000000000
,2993,72.000000000000000,12,10,43,91,877,1,No Cultivos,0.101100000000000
,2994,579.000000000000000,12,10,43,91,877,24,Pastos/Cultivos,0.101100000000000
,2995,3504.000000000000000,12,10,3,41,35,24,Pastos/Cultivos,0.007900000000000
,2996,4080.000000000000000,12,10,3,41,35,1,No Cultivos,0.007900000000000
,2997,648.000000000000000,12,10,3,41,35,12,Cafetales,0.007900000000000
,2998,1.000000000000000,12,100,7,52,455,12,Cafetales,0.051400000000000
,2999,8.000000000000000,10,10,1,0,234,24,Pastos/Cultivos,0.023500000000000
,3000,26.000000000000000,11,10,17,67,353,1,No Cultivos,0.043700000000000
,3001,97464.000000000000000,12,10,0,0,0,1,No Cultivos,0.000000000000000
,3002,24118.000000000000000,12,10,0,0,0,12,Cafetales,0.000000000000000
,3003,33817.000000000000000,12,10,0,0,0,24,Pastos/Cultivos,0.000000000000000
,3004,335.000000000000000,8,10,3,63,517,12,Cafetales,0.058300000000000
,3005,265.000000000000000,8,10,3,63,517,1,No Cultivos,0.058300000000000
,3006,92.000000000000000,8,10,3,63,517,24,Pastos/Cultivos,0.058300000000000
,3007,4507.000000000000000,7,10,6,9,346,24,Pastos/Cultivos,0.036100000000000
,3008,3739.000000000000000,7,10,6,9,346,1,No Cultivos,0.036100000000000
,3009,4978.000000000000000,7,10,1,4,161,1,No Cultivos,0.016600000000000
,3010,3289.000000000000000,7,10,1,4,161,24,Pastos/Cultivos,0.016600000000000
,3011,2047.000000000000000,12,10,3,63,517,1,No Cultivos,0.058300000000000
,3012,1881.000000000000000,12,10,3,63,517,12,Cafetales,0.058300000000000
,3013,3623.000000000000000,12,10,3,63,517,24,Pastos/Cultivos,0.058300000000000
,3014,886.000000000000000,12,10,1,36,153,12,Cafetales,0.019000000000000
,3015,1399.000000000000000,12,10,1,36,153,24,Pastos/Cultivos,0.019000000000000
,3016,1245.000000000000000,8,10,1,36,153,24,Pastos/Cultivos,0.019000000000000
,3017,393.000000000000000,8,10,1,36,153,12,Cafetales,0.019000000000000
,3018,2625.000000000000000,8,10,1,36,153,1,No Cultivos,0.019000000000000
,3019,4725.000000000000000,8,10,2,0,389,1,No Cultivos,0.039100000000000
,3020,2734.000000000000000,7,10,6,12,396,24,Pastos/Cultivos,0.041400000000000
,3021,5532.000000000000000,7,10,6,12,396,1,No Cultivos,0.041400000000000
,3022,4672.000000000000000,7,10,10,14,460,24,Pastos/Cultivos,0.048400000000000
,3023,3571.000000000000000,7,10,10,14,460,1,No Cultivos,0.048400000000000
,3024,12.000000000000000,12,100,3,41,35,1,No Cultivos,0.007900000000000
,3025,2.000000000000000,8,100,3,63,517,12,Cafetales,0.058300000000000
,3026,1733.000000000000000,12,10,1,36,153,1,No Cultivos,0.019000000000000
,3027,2842.000000000000000,8,10,2,0,389,24,Pastos/Cultivos,0.039100000000000
,3028,4164.000000000000000,8,10,2,0,441,24,Pastos/Cultivos,0.044300000000000
,3029,3866.000000000000000,8,10,2,0,441,1,No Cultivos,0.044300000000000
,3030,126.000000000000000,8,10,2,0,441,12,Cafetales,0.044300000000000
,3031,3035.000000000000000,8,10,1,0,336,24,Pastos/Cultivos,0.033700000000000
,3032,4947.000000000000000,7,10,28,59,1391,24,Pastos/Cultivos,0.147800000000000
,3033,6082.000000000000000,7,10,25,48,1213,24,Pastos/Cultivos,0.128600000000000
,3034,1904.000000000000000,7,10,25,48,1213,1,No Cultivos,0.128600000000000
,3035,175.000000000000000,8,10,1,0,336,12,Cafetales,0.033700000000000
,3036,5030.000000000000000,8,10,1,0,336,1,No Cultivos,0.033700000000000
,3037,1612.000000000000000,8,10,1,0,311,24,Pastos/Cultivos,0.031200000000000
,3038,4766.000000000000000,8,10,1,0,311,1,No Cultivos,0.031200000000000
,3039,149.000000000000000,8,10,1,0,311,12,Cafetales,0.031200000000000
,3040,20.000000000000000,8,10,1,0,311,17,Palma Africana,0.031200000000000
,3041,9.000000000000000,8,100,1,0,311,1,No Cultivos,0.031200000000000
,3042,413.000000000000000,13,100,1,0,311,1,No Cultivos,0.031200000000000
,3043,1192.000000000000000,13,100,3,47,339,1,No Cultivos,0.038900000000000
,3044,674.000000000000000,5,10,3,47,339,1,No Cultivos,0.038900000000000
,3045,28.000000000000000,5,100,3,47,339,1,No Cultivos,0.038900000000000
,3046,3629.000000000000000,7,10,9,24,673,24,Pastos/Cultivos,0.070600000000000
,3047,4554.000000000000000,7,10,9,24,673,1,No Cultivos,0.070600000000000
,3048,3393.000000000000000,7,10,26,65,1482,1,No Cultivos,0.157300000000000
,3049,4528.000000000000000,7,10,26,65,1482,24,Pastos/Cultivos,0.157300000000000
,3050,6.000000000000000,7,10,26,65,1482,12,Cafetales,0.157300000000000
,3051,2568.000000000000000,7,10,28,59,1391,1,No Cultivos,0.147800000000000
,3052,18.000000000000000,7,100,25,48,1213,1,No Cultivos,0.128600000000000
,3053,41.000000000000000,8,100,2,0,389,1,No Cultivos,0.039100000000000
,3054,194.000000000000000,5,10,3,47,339,24,Pastos/Cultivos,0.038900000000000
,3055,4092.000000000000000,10,10,3,47,339,1,No Cultivos,0.038900000000000
,3056,967.000000000000000,10,10,3,47,339,24,Pastos/Cultivos,0.038900000000000
,3057,7.000000000000000,10,100,3,47,339,1,No Cultivos,0.038900000000000
,3058,6678.000000000000000,10,10,8,44,303,1,No Cultivos,0.035500000000000
,3059,633.000000000000000,10,10,8,44,303,24,Pastos/Cultivos,0.035500000000000
,3060,5766.000000000000000,10,10,75,79,776,1,No Cultivos,0.093000000000000
,3061,2439.000000000000000,10,10,75,79,776,24,Pastos/Cultivos,0.093000000000000
,3062,1250.000000000000000,10,10,60,67,603,24,Pastos/Cultivos,0.073000000000000
,3063,6806.000000000000000,10,10,60,67,603,1,No Cultivos,0.073000000000000
,3064,4671.000000000000000,7,10,12,32,756,1,No Cultivos,0.080000000000000
,3065,3629.000000000000000,7,10,12,32,756,24,Pastos/Cultivos,0.080000000000000
,3066,3303.000000000000000,7,10,14,37,846,24,Pastos/Cultivos,0.089700000000000
,3067,4967.000000000000000,7,10,14,37,846,1,No Cultivos,0.089700000000000
,3068,4462.000000000000000,7,10,12,36,861,1,No Cultivos,0.090900000000000
,3069,3729.000000000000000,7,10,12,36,861,24,Pastos/Cultivos,0.090900000000000
,3070,10.000000000000000,7,100,9,24,673,24,Pastos/Cultivos,0.070600000000000
,3071,2.000000000000000,9,100,2,34,120,12,Cafetales,0.015600000000000
,3072,13.000000000000000,9,100,43,91,877,1,No Cultivos,0.101100000000000
,3073,85.000000000000000,13,10,3,47,339,1,No Cultivos,0.038900000000000
,3074,138.000000000000000,10,100,60,67,603,1,No Cultivos,0.073000000000000
,3075,6974.000000000000000,10,10,32,48,311,1,No Cultivos,0.039100000000000
,3076,850.000000000000000,10,10,32,48,311,24,Pastos/Cultivos,0.039100000000000
,3077,395.000000000000000,10,10,32,48,311,12,Cafetales,0.039100000000000
,3078,1127.000000000000000,10,10,89,63,479,1,No Cultivos,0.063100000000000
,3079,6564.000000000000000,10,10,89,63,479,12,Cafetales,0.063100000000000
,3080,583.000000000000000,10,10,89,63,479,24,Pastos/Cultivos,0.063100000000000
,3081,2881.000000000000000,10,10,11,64,322,12,Cafetales,0.039700000000000
,3082,4348.000000000000000,10,10,11,64,322,1,No Cultivos,0.039700000000000
,3083,978.000000000000000,10,10,11,64,322,24,Pastos/Cultivos,0.039700000000000
,3084,6068.000000000000000,10,10,7,51,143,1,No Cultivos,0.020100000000000
,3085,571.000000000000000,10,10,7,51,143,24,Pastos/Cultivos,0.020100000000000
,3086,1677.000000000000000,10,10,7,51,143,12,Cafetales,0.020100000000000
,3087,6314.000000000000000,10,10,5,67,357,1,No Cultivos,0.042900000000000
,3088,7352.000000000000000,7,10,0,4,138,1,No Cultivos,0.014200000000000
,3089,893.000000000000000,7,10,0,4,138,24,Pastos/Cultivos,0.014200000000000
,3090,6278.000000000000000,7,10,4,14,400,1,No Cultivos,0.041800000000000
,3091,1996.000000000000000,7,10,4,14,400,24,Pastos/Cultivos,0.041800000000000
,3092,11195.000000000000000,7,10,5,17,463,1,No Cultivos,0.048500000000000
,3093,5169.000000000000000,7,10,5,17,463,24,Pastos/Cultivos,0.048500000000000
,3094,6241.000000000000000,7,10,3,11,342,1,No Cultivos,0.035600000000000
,3095,1661.000000000000000,7,10,3,11,342,24,Pastos/Cultivos,0.035600000000000
,3096,217.000000000000000,7,100,3,11,342,1,No Cultivos,0.035600000000000
,3097,74.000000000000000,7,100,3,11,342,24,Pastos/Cultivos,0.035600000000000
,3098,19.000000000000000,7,100,14,37,846,1,No Cultivos,0.089700000000000
,3099,9.000000000000000,7,100,6,9,346,24,Pastos/Cultivos,0.036100000000000
,3100,14.000000000000000,3,100,9,0,0,1,No Cultivos,0.000900000000000
,3101,72.000000000000000,13,10,1,0,311,1,No Cultivos,0.031200000000000
,3102,2.000000000000000,10,100,89,63,479,1,No Cultivos,0.063100000000000
,3103,21.000000000000000,10,100,11,64,322,1,No Cultivos,0.039700000000000
,3104,1370.000000000000000,10,10,5,67,357,24,Pastos/Cultivos,0.042900000000000
,3105,530.000000000000000,11,10,5,67,357,1,No Cultivos,0.042900000000000
,3106,7500.000000000000000,11,10,0,54,195,1,No Cultivos,0.024900000000000
,3107,726.000000000000000,11,10,0,54,195,24,Pastos/Cultivos,0.024900000000000
,3108,20.000000000000000,11,100,0,54,195,1,No Cultivos,0.024900000000000
,3109,7250.000000000000000,11,10,1,62,309,1,No Cultivos,0.037200000000000
,3110,926.000000000000000,11,10,1,62,309,24,Pastos/Cultivos,0.037200000000000
,3111,31.000000000000000,11,100,1,62,309,1,No Cultivos,0.037200000000000
,3112,6267.000000000000000,11,10,1,70,392,1,No Cultivos,0.046300000000000
,3113,1954.000000000000000,11,10,1,70,392,24,Pastos/Cultivos,0.046300000000000
,3114,34.000000000000000,11,100,1,70,392,1,No Cultivos,0.046300000000000
,3115,6315.000000000000000,11,10,2,77,456,1,No Cultivos,0.053500000000000
,3116,1945.000000000000000,11,10,2,77,456,24,Pastos/Cultivos,0.053500000000000
,3117,1363.000000000000000,11,10,7,31,754,1,No Cultivos,0.079200000000000
,3118,325.000000000000000,11,10,7,31,754,24,Pastos/Cultivos,0.079200000000000
,3119,4713.000000000000000,7,10,7,31,754,1,No Cultivos,0.079200000000000
,3120,1770.000000000000000,7,10,7,31,754,24,Pastos/Cultivos,0.079200000000000
,3121,6996.000000000000000,7,10,3,16,444,1,No Cultivos,0.046300000000000
,3122,30.000000000000000,7,100,0,4,138,1,No Cultivos,0.014200000000000
,3123,18.000000000000000,7,100,9,24,673,1,No Cultivos,0.070600000000000
,3124,179.000000000000000,7,100,28,59,1391,24,Pastos/Cultivos,0.147800000000000
,3125,14.000000000000000,7,100,6,12,396,1,No Cultivos,0.041400000000000
,3126,5.000000000000000,7,100,10,14,460,1,No Cultivos,0.048400000000000
,3127,31.000000000000000,10,100,5,67,357,1,No Cultivos,0.042900000000000
,3128,94.000000000000000,7,100,5,17,463,1,No Cultivos,0.048500000000000
,3129,2.000000000000000,8,100,3,63,517,1,No Cultivos,0.058300000000000
,3130,141.000000000000000,7,100,28,59,1391,1,No Cultivos,0.147800000000000
,3131,7.000000000000000,9,100,5,69,599,1,No Cultivos,0.067300000000000
,3132,7.000000000000000,12,100,43,91,877,24,Pastos/Cultivos,0.101100000000000
,3133,80.000000000000000,8,100,2,0,441,1,No Cultivos,0.044300000000000
,3134,26.000000000000000,8,100,1,0,336,1,No Cultivos,0.033700000000000
,3135,61.000000000000000,10,100,8,44,303,1,No Cultivos,0.035500000000000
,3136,1268.000000000000000,7,10,3,16,444,24,Pastos/Cultivos,0.046300000000000
,3137,31.000000000000000,7,100,5,17,463,24,Pastos/Cultivos,0.048500000000000
,3138,1857.000000000000000,9,10,5,51,365,12,Cafetales,0.042100000000000
,3139,752.000000000000000,9,10,43,91,877,12,Cafetales,0.101100000000000
,3140,7.000000000000000,10,100,7,51,143,1,No Cultivos,0.020100000000000
,3141,3.000000000000000,10,100,7,51,143,12,Cafetales,0.020100000000000
,3142,16.000000000000000,8,100,2,0,441,24,Pastos/Cultivos,0.044300000000000
,3143,1.000000000000000,5,100,3,47,339,24,Pastos/Cultivos,0.038900000000000
,3144,27.000000000000000,10,100,32,48,311,1,No Cultivos,0.039100000000000
,3145,16.000000000000000,7,100,3,16,444,1,No Cultivos,0.046300000000000
,3146,1.000000000000000,7,100,0,4,138,24,Pastos/Cultivos,0.014200000000000
,3147,57.000000000000000,12,100,0,0,0,24,Pastos/Cultivos,0.000000000000000
,3148,73.000000000000000,10,100,75,79,776,1,No Cultivos,0.093000000000000
,3149,4.000000000000000,7,100,12,36,861,1,No Cultivos,0.090900000000000
,3150,9.000000000000000,7,100,7,31,754,1,No Cultivos,0.079200000000000
,3151,5.000000000000000,7,100,6,12,396,24,Pastos/Cultivos,0.041400000000000
,3152,11.000000000000000,7,100,10,14,460,24,Pastos/Cultivos,0.048400000000000
,3153,6.000000000000000,9,100,43,91,877,24,Pastos/Cultivos,0.101100000000000
,3154,3.000000000000000,10,100,32,48,311,24,Pastos/Cultivos,0.039100000000000
,3155,2.000000000000000,9,100,1,29,195,12,Cafetales,0.022500000000000
,3156,3.000000000000000,8,100,2,0,389,24,Pastos/Cultivos,0.039100000000000
,3157,1.000000000000000,10,100,32,48,311,12,Cafetales,0.039100000000000
,3158,7.000000000000000,7,100,12,32,756,24,Pastos/Cultivos,0.080000000000000
,3159,4.000000000000000,7,100,12,36,861,24,Pastos/Cultivos,0.090900000000000
,3160,6.000000000000000,12,100,1,36,153,1,No Cultivos,0.019000000000000
,3161,6.000000000000000,7,100,12,32,756,1,No Cultivos,0.080000000000000
,3162,51.000000000000000,7,100,25,48,1213,24,Pastos/Cultivos,0.128600000000000
,3163,29.000000000000000,9,100,2,34,120,1,No Cultivos,0.015600000000000
,3164,51.000000000000000,10,10,60,67,603,12,Cafetales,0.073000000000000
,3165,44.000000000000000,11,10,5,67,357,24,Pastos/Cultivos,0.042900000000000
,3166,13.000000000000000,11,100,2,77,456,1,No Cultivos,0.053500000000000
,3167,1.000000000000000,3,100,9,0,0,24,Pastos/Cultivos,0.000900000000000
,3168,7.000000000000000,3,100,48,0,208,24,Pastos/Cultivos,0.025600000000000
,3169,5.000000000000000,9,100,1,29,195,1,No Cultivos,0.022500000000000
,3170,6.000000000000000,10,100,60,67,603,24,Pastos/Cultivos,0.073000000000000
,3171,18.000000000000000,7,100,26,65,1482,1,No Cultivos,0.157300000000000
,3172,8.000000000000000,11,100,5,67,357,1,No Cultivos,0.042900000000000
,3173,2.000000000000000,7,100,4,14,400,1,No Cultivos,0.041800000000000
,3174,9.000000000000000,7,100,1,4,161,1,No Cultivos,0.016600000000000
,3175,33.000000000000000,7,100,26,65,1482,24,Pastos/Cultivos,0.157300000000000
,3176,12.000000000000000,12,100,43,91,877,1,No Cultivos,0.101100000000000
,3177,6.000000000000000,7,100,7,31,754,24,Pastos/Cultivos,0.079200000000000
,3178,9.000000000000000,7,100,1,4,161,24,Pastos/Cultivos,0.016600000000000
,3179,12.000000000000000,10,100,75,79,776,24,Pastos/Cultivos,0.093000000000000
,3180,4.000000000000000,10,100,89,63,479,12,Cafetales,0.063100000000000
,3181,354.000000000000000,12,100,0,0,0,1,No Cultivos,0.000000000000000
